PeakCoordinates,log2 Fold Change GR (FS30 vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance,,PeakCoordinates,log2 Fold Change GR (BLPM vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance
2:85108143-85108560,3.85,1.74E-09,2.63E-09,ENSRNOG00000052755,U6,99273,,12:49843988-49844300,2.8,1.32E-04,2.00E-04,ENSRNOG00000048430,Myo18b,0
9:44172134-44172526,2.96,1.75E-09,2.65E-09,ENSRNOG00000018366,RGD1310819,21799,,13:87330430-87330903,2.37,1.32E-04,2.01E-04,ENSRNOG00000059942,AABR07021714.1,2288
20:8094758-8095227,3.33,1.78E-09,2.70E-09,ENSRNOG00000000508,Armc12,14408,,8:39998283-39998657,3.9,1.36E-04,2.05E-04,ENSRNOG00000033217,Esam,0
4:171485960-171486319,3.75,1.91E-09,2.88E-09,ENSRNOG00000007047,Eps8,0,,1:196083834-196084405,2.03,1.36E-04,2.05E-04,ENSRNOG00000054854,AC110387.1,10809
7:134591551-134591994,3.95,2.17E-09,3.27E-09,ENSRNOG00000004996,Zcrb1,0,,9:29458981-29459407,2.55,1.39E-04,2.10E-04,ENSRNOG00000058900,AABR07067076.1,4162
12:39659865-39660317,3.13,2.19E-09,3.30E-09,ENSRNOG00000008673,Arpc3,0,,3:22920637-22921037,2.61,1.41E-04,2.13E-04,ENSRNOG00000011732,Psmb7,0
11:63374690-63375064,3.4,2.33E-09,3.51E-09,ENSRNOG00000038987,LOC498084,149705,,X:12117831-12118250,3.1,1.44E-04,2.16E-04,ENSRNOG00000056452,U6,229712
5:149649776-149650147,3.15,2.95E-09,4.43E-09,ENSRNOG00000058693,AABR07050061.1,16420,,3:92495846-92496219,2.37,1.46E-04,2.20E-04,ENSRNOG00000005348,Pamr1,0
18:13951347-13951840,3.08,3.08E-09,4.62E-09,ENSRNOG00000014775,Nol4,0,,9:21191911-21192276,3.02,1.47E-04,2.20E-04,ENSRNOG00000012708,Ptchd4,0
6:55555932-55556410,3.18,3.10E-09,4.64E-09,ENSRNOG00000005096,Bzw2,29936,,6:47478392-47478751,2.29,1.51E-04,2.26E-04,ENSRNOG00000055363,SNORA17,108077
14:88743496-88744040,4.13,3.10E-09,4.64E-09,ENSRNOG00000025695,Tns3,0,,X:10215630-10216159,2.66,1.52E-04,2.27E-04,ENSRNOG00000009646,Nyx,0
9:81578022-81578444,3.47,3.19E-09,4.77E-09,ENSRNOG00000014806,Pnkd,0,,2:197802821-197803160,2.77,1.52E-04,2.27E-04,ENSRNOG00000049385,Adamtsl4,424
1:98210769-98211393,3.51,3.63E-09,5.42E-09,ENSRNOG00000014380,Zfp788,17180,,2:96785780-96786176,2.42,1.54E-04,2.30E-04,ENSRNOG00000012095,Pkia,117559
4:104197979-104198421,3.14,3.67E-09,5.46E-09,ENSRNOG00000058873,AABR07061096.1,92123,,13:100740167-100740657,3.09,1.57E-04,2.33E-04,ENSRNOG00000000066,Fbxo28,0
9:31963103-31963459,3.44,3.81E-09,5.67E-09,ENSRNOG00000012045,Adgrb3,0,,3:111523685-111524036,2.95,1.63E-04,2.42E-04,ENSRNOG00000005183,Rtf1,0
19:58905476-58905933,3.22,3.85E-09,5.72E-09,ENSRNOG00000061798,AABR07044123.1,1039,,20:10752933-10753327,2.81,1.65E-04,2.44E-04,ENSRNOG00000001193,Hsf2bp,4527
5:150233812-150234386,4.49,3.90E-09,5.78E-09,ENSRNOG00000010531,Oprd1,53740,,10:86654194-86654768,2.63,1.64E-04,2.44E-04,ENSRNOG00000009066,Thra,2517
9:87005874-87006341,3.49,4.01E-09,5.94E-09,ENSRNOG00000023765,Nyap2,0,,5:172690050-172690444,3.27,1.66E-04,2.46E-04,ENSRNOG00000015480,Prkcz,0
X:15872828-15873170,3.64,4.21E-09,6.23E-09,ENSRNOG00000028611,AABR07037203.1,75683,,2:115769140-115769505,2.45,1.72E-04,2.55E-04,ENSRNOG00000028097,Slc7a14,0
1:32205894-32206266,2.77,4.30E-09,6.35E-09,ENSRNOG00000026501,Slc6a19,0,,10:2907447-2907982,2.51,1.75E-04,2.59E-04,ENSRNOG00000059756,AABR07029023.1,79383
16:7492010-7492562,3.73,4.43E-09,6.53E-09,ENSRNOG00000052391,Sh3bp5,0,,2:70593365-70593719,2.54,1.76E-04,2.60E-04,ENSRNOG00000053969,AABR07008681.1,95636
10:59135858-59136336,3.34,4.43E-09,6.53E-09,ENSRNOG00000059449,Metazoa_SRP,15348,,6:25811001-25811351,3.01,1.78E-04,2.62E-04,ENSRNOG00000004364,Bre,0
14:13508724-13509180,3.01,4.53E-09,6.66E-09,ENSRNOG00000055646,AABR07014387.1,11725,,10:20492665-20492998,2.79,1.80E-04,2.66E-04,ENSRNOG00000007377,Slit3,0
2:141792880-141793543,4.45,4.57E-09,6.71E-09,ENSRNOG00000058636,AABR07010589.1,70295,,4:124941553-124942029,3.03,1.82E-04,2.68E-04,ENSRNOG00000023257,Adamts9,83304
1:21938148-21938565,1.81,4.59E-09,6.73E-09,ENSRNOG00000015036,Ctgf,83376,,2:242580503-242580828,2.76,1.84E-04,2.71E-04,ENSRNOG00000022910,Emcn,53571
6:12315591-12315906,2.96,4.72E-09,6.91E-09,ENSRNOG00000016528,Ppp1r21,0,,6:76253562-76253943,2.46,1.88E-04,2.76E-04,ENSRNOG00000007390,Nfkbia,13285
1:15059268-15059610,2.24,4.86E-09,7.11E-09,ENSRNOG00000012074,Ifngr1,2822,,3:5970572-5971084,2.76,1.93E-04,2.82E-04,ENSRNOG00000007422,Vav2,0
9:10300682-10301032,4.02,4.95E-09,7.24E-09,ENSRNOG00000048651,Nrtn,4438,,11:62146152-62146591,2.59,1.92E-04,2.82E-04,ENSRNOG00000056716,Zbtb20,0
13:100740167-100740657,4.19,5.10E-09,7.45E-09,ENSRNOG00000000066,Fbxo28,0,,20:47076828-47077276,3.66,1.94E-04,2.83E-04,ENSRNOG00000043033,Lace1,0
8:67483519-67483870,3.94,5.12E-09,7.46E-09,ENSRNOG00000015257,Coro2b,0,,12:7807927-7808497,2.37,1.95E-04,2.84E-04,ENSRNOG00000041466,AC123253.1,30642
8:89276967-89277302,2.12,5.63E-09,8.19E-09,ENSRNOG00000058012,AABR07070873.1,39922,,1:175419406-175419771,3.11,1.97E-04,2.87E-04,ENSRNOG00000009812,Sbf2,0
17:76622521-76622977,3.84,5.98E-09,8.68E-09,ENSRNOG00000017882,Camk1d,0,,1:185209348-185209783,1.95,1.97E-04,2.87E-04,ENSRNOG00000020479,Pik3c2a,1139
7:23550495-23551119,3.79,6.00E-09,8.70E-09,ENSRNOG00000026866,Syn3,0,,8:117977302-117977621,2.88,2.06E-04,2.99E-04,ENSRNOG00000020737,Cdc25a,5784
20:10721701-10722301,3.97,6.88E-09,9.97E-09,ENSRNOG00000051612,AABR07044570.1,5212,,16:1818568-1818951,2.38,2.11E-04,3.06E-04,ENSRNOG00000010488,Zmiz1,0
1:14981460-14981952,2.92,7.63E-09,1.10E-08,ENSRNOG00000053291,AABR07000493.1,30680,,5:68651475-68651814,2.33,2.18E-04,3.16E-04,ENSRNOG00000049790,Olr848,31321
2:56380456-56380812,3.61,7.71E-09,1.11E-08,ENSRNOG00000011696,Lifr,45555,,17:30181118-30181760,2.85,2.20E-04,3.18E-04,ENSRNOG00000061790,SNORA17,70640
13:87330430-87330903,2.7,8.79E-09,1.27E-08,ENSRNOG00000059942,AABR07021714.1,2288,,18:24718427-24718766,2.59,2.34E-04,3.38E-04,ENSRNOG00000016021,Lims2,0
12:5601590-5602055,3.52,8.95E-09,1.29E-08,ENSRNOG00000000894,Fry,0,,4:30512849-30513288,2.49,2.35E-04,3.39E-04,ENSRNOG00000009197,Asb4,11521
11:69769674-69770033,3.43,9.21E-09,1.33E-08,ENSRNOG00000001706,Kalrn,0,,15:74710797-74711148,1.88,2.37E-04,3.41E-04,ENSRNOG00000056306,SNORA17,13017
2:115769140-115769505,2.8,1.03E-08,1.47E-08,ENSRNOG00000028097,Slc7a14,0,,7:18627640-18628064,2.12,2.46E-04,3.53E-04,ENSRNOG00000007545,Angptl4,0
2:42372465-42372921,2.92,1.05E-08,1.50E-08,ENSRNOG00000026928,AABR07008097.1,353888,,2:107222600-107222965,2.57,2.45E-04,3.53E-04,ENSRNOG00000011216,Tbl1xr1,10089
2:113967082-113967420,4.26,1.08E-08,1.54E-08,ENSRNOG00000056392,AABR07009824.1,10274,,2:56327636-56327996,2.63,2.48E-04,3.56E-04,ENSRNOG00000011696,Lifr,98371
8:48423151-48423512,3.65,1.09E-08,1.56E-08,ENSRNOG00000006663,Usp2,0,,18:80346967-80347425,2.55,2.49E-04,3.57E-04,ENSRNOG00000053053,AABR07032759.1,45908
14:3583721-3584283,3.87,1.13E-08,1.62E-08,ENSRNOG00000002093,Tgfbr3,0,,3:161889766-161890105,2.62,2.52E-04,3.60E-04,ENSRNOG00000018557,Cdh22,0
17:90511066-90511523,4,1.21E-08,1.73E-08,ENSRNOG00000058094,Lyst,0,,8:48423151-48423512,2.79,2.58E-04,3.69E-04,ENSRNOG00000006663,Usp2,0
4:174298791-174299246,2.66,1.22E-08,1.74E-08,ENSRNOG00000050371,AABR07062395.2,4833,,19:54729286-54729674,2.37,2.59E-04,3.69E-04,ENSRNOG00000019098,Car5a,2185
2:187510256-187510656,3.78,1.28E-08,1.82E-08,ENSRNOG00000031778,Mef2d,1508,,4:150289473-150289937,2.39,2.64E-04,3.76E-04,ENSRNOG00000042507,Rn60_4_2163.2,11917
1:24191961-24192414,2.96,1.34E-08,1.91E-08,ENSRNOG00000011815,Sgk1,0,,5:115563057-115563447,2.61,2.70E-04,3.84E-04,ENSRNOG00000052472,U7,54281
9:45782984-45783450,3.27,1.35E-08,1.92E-08,ENSRNOG00000052328,AABR07067441.3,41123,,10:20182391-20182738,2.07,2.75E-04,3.90E-04,ENSRNOG00000007377,Slit3,138140
6:76253562-76253943,3,1.48E-08,2.10E-08,ENSRNOG00000007390,Nfkbia,13285,,13:71435276-71435710,2.28,2.74E-04,3.90E-04,ENSRNOG00000051975,AABR07021430.1,5291
6:127562067-127562509,2.72,1.69E-08,2.39E-08,ENSRNOG00000037762,Serpina1f,2302,,1:247514168-247514644,2.51,2.78E-04,3.93E-04,ENSRNOG00000015932,Plgrkt,0
8:52775899-52776513,2.69,1.73E-08,2.44E-08,ENSRNOG00000027730,Nxpe1,12302,,8:111567060-111567396,2.71,2.79E-04,3.95E-04,ENSRNOG00000009005,Slco2a1,0
12:49477585-49477879,2.34,1.77E-08,2.49E-08,ENSRNOG00000052424,2900026A02Rik,0,,1:265241795-265242174,2.17,2.83E-04,4.00E-04,ENSRNOG00000016280,Btrc,0
14:37284185-37284560,2.67,1.81E-08,2.55E-08,ENSRNOG00000002152,Dcun1d4,0,,1:55732075-55732983,-1.54,2.83E-04,4.00E-04,ENSRNOG00000054834,AABR07001734.1,0
5:139088159-139088624,3.83,1.89E-08,2.66E-08,ENSRNOG00000009341,Hivep3,10783,,9:20191258-20191657,2.42,2.95E-04,4.16E-04,ENSRNOG00000011154,Adgrf5,0
20:8092881-8093389,4.42,1.91E-08,2.69E-08,ENSRNOG00000000508,Armc12,16246,,3:131872714-131873097,2.11,2.97E-04,4.18E-04,ENSRNOG00000027574,AABR07053879.1,179515
18:70315617-70315944,3.17,1.93E-08,2.71E-08,ENSRNOG00000014585,Cfap53,0,,5:73487676-73488149,2.14,2.98E-04,4.20E-04,ENSRNOG00000016621,Actl7b,4495
6:94762916-94763367,3.41,2.01E-08,2.81E-08,ENSRNOG00000004345,Daam1,23891,,11:69769674-69770033,2.73,3.02E-04,4.24E-04,ENSRNOG00000001706,Kalrn,0
2:29356788-29357285,3.48,2.07E-08,2.91E-08,ENSRNOG00000017249,Zfp366,53294,,3:3780742-3781192,2.73,3.08E-04,4.32E-04,ENSRNOG00000018666,Gpsm1,0
19:59655821-59656450,4.38,2.16E-08,3.02E-08,ENSRNOG00000061610,AABR07044148.1,0,,14:38814804-38815342,2.36,3.21E-04,4.50E-04,ENSRNOG00000002327,Gabrb1,0
4:168895690-168896041,3.17,2.21E-08,3.08E-08,ENSRNOG00000000024,Hebp1,7524,,15:70357556-70358027,2.49,3.23E-04,4.52E-04,ENSRNOG00000008986,Diaph3,0
5:99242217-99242876,3.34,2.23E-08,3.12E-08,ENSRNOG00000037039,RGD1306186,62252,,10:42812647-42813051,2.7,3.27E-04,4.56E-04,ENSRNOG00000045816,Gria1,52448
6:44511003-44511627,4.06,2.28E-08,3.17E-08,ENSRNOG00000052618,AABR07063740.1,72072,,19:58905476-58905933,2.63,3.27E-04,4.57E-04,ENSRNOG00000061798,AABR07044123.1,1039
5:155276920-155277478,2.12,2.31E-08,3.21E-08,ENSRNOG00000012807,C1qa,12778,,3:111535901-111536540,2.19,3.35E-04,4.67E-04,ENSRNOG00000005183,Rtf1,0
10:52753943-52754573,3.54,2.30E-08,3.21E-08,ENSRNOG00000029012,Shisa6,0,,9:49795697-49796111,2.86,3.56E-04,4.95E-04,ENSRNOG00000016444,AABR07067506.1,0
7:11994904-11995309,3.7,2.34E-08,3.24E-08,ENSRNOG00000018212,Abhd17a,0,,7:75227823-75228359,2.2,3.64E-04,5.06E-04,ENSRNOG00000061463,AABR07057510.3,0
17:73035236-73035630,3.9,2.34E-08,3.24E-08,ENSRNOG00000058351,AABR07028511.1,29027,,5:142574566-142574984,2.6,3.66E-04,5.08E-04,ENSRNOG00000046811,AABR07049886.1,15169
7:11615013-11615310,3.79,2.42E-08,3.36E-08,ENSRNOG00000019857,Gng7,0,,10:5845692-5846034,2.9,3.72E-04,5.15E-04,ENSRNOG00000033942,Grin2a,84264
10:84894155-84894702,4.58,2.64E-08,3.66E-08,ENSRNOG00000010492,Sp2,0,,14:112756007-112756407,3.31,3.94E-04,5.45E-04,ENSRNOG00000003374,Ccdc85a,0
9:89769396-89769770,2.22,2.80E-08,3.86E-08,ENSRNOG00000056997,AABR07068198.3,46849,,14:14945711-14946160,2.54,3.99E-04,5.51E-04,ENSRNOG00000002070,Mrpl1,5335
14:7044387-7044724,3.63,3.02E-08,4.16E-08,ENSRNOG00000002186,Nudt9,0,,2:242165201-242165566,2.35,4.03E-04,5.57E-04,ENSRNOG00000009882,Ppp3ca,0
12:45029094-45029464,3.16,3.25E-08,4.48E-08,ENSRNOG00000001136,Pebp1,0,,4:131610505-131610858,4.06,4.06E-04,5.59E-04,ENSRNOG00000009184,Foxp1,0
1:162723950-162724347,4.21,3.29E-08,4.52E-08,ENSRNOG00000060876,AC133383.1,8956,,4:58573043-58573375,2.51,4.11E-04,5.66E-04,ENSRNOG00000054990,AABR07060133.1,87597
2:28056959-28057454,3.14,3.32E-08,4.56E-08,ENSRNOG00000016541,Enc1,0,,X:11834382-11834762,3.03,4.15E-04,5.71E-04,ENSRNOG00000060358,SNORA62,31357
1:125035548-125036115,3.54,3.45E-08,4.73E-08,ENSRNOG00000015829,Trpm1,0,,20:32199868-32200245,2.4,4.32E-04,5.94E-04,ENSRNOG00000000395,LOC606294,0
5:144771390-144771958,3.73,3.49E-08,4.78E-08,ENSRNOG00000011751,Ncdn,0,,5:157657818-157658195,3.04,4.39E-04,6.01E-04,ENSRNOG00000007330,Capzb,0
7:32012318-32012649,2.08,3.67E-08,5.03E-08,ENSRNOG00000061490,AABR07056605.1,0,,2:27324388-27324840,2.19,4.58E-04,6.27E-04,ENSRNOG00000060626,Polk,0
7:142878686-142879134,2.83,4.13E-08,5.64E-08,ENSRNOG00000007346,Grasp,340,,14:7044387-7044724,2.71,4.60E-04,6.29E-04,ENSRNOG00000002186,Nudt9,0
17:80777033-80777403,2.77,4.16E-08,5.68E-08,ENSRNOG00000029047,Cubn,0,,5:155276920-155277478,1.89,4.64E-04,6.33E-04,ENSRNOG00000012807,C1qa,12778
8:116322911-116323356,3.94,4.17E-08,5.69E-08,ENSRNOG00000031420,Hyal2,684,,9:44097236-44097776,3.87,4.67E-04,6.38E-04,ENSRNOG00000018276,Mgat4a,0
1:24518792-24519218,3.64,4.36E-08,5.93E-08,ENSRNOG00000059251,1700020N01Rik,52022,,20:8094758-8095227,2.15,4.78E-04,6.50E-04,ENSRNOG00000000508,Armc12,14408
20:46206305-46206778,2.94,4.54E-08,6.18E-08,ENSRNOG00000000307,Mical1,0,,18:70315617-70315944,2.66,4.77E-04,6.50E-04,ENSRNOG00000014585,Cfap53,0
1:226825818-226826168,3.42,4.56E-08,6.19E-08,ENSRNOG00000056436,AABR07072028.1,13365,,12:27044964-27045266,3,4.83E-04,6.56E-04,ENSRNOG00000034287,Auts2l,110321
14:91939925-91940458,3.39,4.77E-08,6.47E-08,ENSRNOG00000004327,Ddc,0,,15:45590679-45591163,1.99,4.87E-04,6.61E-04,ENSRNOG00000009440,Gucy1b2,40395
4:150289473-150289937,2.87,5.20E-08,7.04E-08,ENSRNOG00000042507,Rn60_4_2163.2,11917,,1:226345460-226345814,2.82,4.96E-04,6.71E-04,ENSRNOG00000027264,Dagla,0
4:180799596-180800131,3.54,5.44E-08,7.37E-08,ENSRNOG00000055289,AABR07062513.3,7908,,9:89769396-89769770,1.94,4.96E-04,6.71E-04,ENSRNOG00000056997,AABR07068198.3,46849
3:125322777-125323230,2.92,5.61E-08,7.58E-08,ENSRNOG00000021268,1110034G24Rik,0,,7:32012318-32012649,1.77,4.98E-04,6.74E-04,ENSRNOG00000061490,AABR07056605.1,0
5:115563057-115563447,3.27,5.68E-08,7.66E-08,ENSRNOG00000052472,U7,54281,,4:171485960-171486319,2.83,5.07E-04,6.84E-04,ENSRNOG00000007047,Eps8,0
X:29064301-29064582,3.3,5.79E-08,7.80E-08,ENSRNOG00000052455,AABR07037729.1,92888,,9:44172134-44172526,2.28,5.15E-04,6.95E-04,ENSRNOG00000018366,RGD1310819,21799
3:92483071-92483519,3.53,5.98E-08,8.05E-08,ENSRNOG00000005348,Pamr1,0,,4:174298791-174299246,1.98,5.31E-04,7.15E-04,ENSRNOG00000050371,AABR07062395.2,4833
9:73554399-73554733,3.45,6.43E-08,8.64E-08,ENSRNOG00000028362,LOC689991,0,,4:128314919-128315321,2.33,5.33E-04,7.17E-04,ENSRNOG00000024560,Npap60,48838
4:151481323-151481894,3.84,6.57E-08,8.82E-08,ENSRNOG00000008168,Wnt5b,19063,,3:159987872-159988347,2.33,5.41E-04,7.27E-04,ENSRNOG00000009076,Ttpal,6717
2:210468106-210468601,2.68,6.87E-08,9.21E-08,ENSRNOG00000018569,Ahcyl1,0,,5:92246404-92246771,2.36,5.43E-04,7.29E-04,ENSRNOG00000023946,Tmem261,207259
2:157726516-157726916,3.48,7.45E-08,9.98E-08,ENSRNOG00000056030,AABR07011090.1,2439,,14:88743496-88744040,2.8,5.44E-04,7.29E-04,ENSRNOG00000025695,Tns3,0
12:27044964-27045266,3.47,7.71E-08,1.03E-07,ENSRNOG00000034287,Auts2l,110321,,10:57311749-57312145,2.33,5.48E-04,7.33E-04,ENSRNOG00000037418,Inca1,0
2:195739623-195739972,3.31,8.82E-08,1.18E-07,ENSRNOG00000020893,Snx27,0,,1:187821404-187821807,2.44,5.49E-04,7.34E-04,ENSRNOG00000047386,Smg1,0
9:62344695-62345244,3.24,9.00E-08,1.20E-07,ENSRNOG00000032659,Plcl1,0,,2:31133076-31133602,2.66,5.52E-04,7.37E-04,ENSRNOG00000048656,LOC100364827,245141
10:76040372-76040774,3.62,9.07E-08,1.21E-07,ENSRNOG00000025338,Msi2,409,,6:94762916-94763367,2.64,5.55E-04,7.40E-04,ENSRNOG00000004345,Daam1,23891
6:109397716-109398184,3.65,9.26E-08,1.23E-07,ENSRNOG00000008224,Jdp2,67876,,6:124701281-124701956,2.15,5.58E-04,7.44E-04,ENSRNOG00000004362,Rps6ka5,0
10:18728910-18729236,3.21,9.61E-08,1.28E-07,ENSRNOG00000005365,Kcnip1,0,,2:33059959-33060493,2.9,5.59E-04,7.44E-04,ENSRNOG00000027002,Mast4,34689
12:7807927-7808497,3.02,9.70E-08,1.29E-07,ENSRNOG00000041466,AC123253.1,30642,,2:139469197-139469583,2.81,5.63E-04,7.48E-04,ENSRNOG00000010210,Slc7a11,0
5:105366884-105367388,2.87,9.84E-08,1.30E-07,ENSRNOG00000008169,Slc24a2,0,,16:19276079-19276654,2.18,5.77E-04,7.65E-04,ENSRNOG00000014454,Ap1m1,11701
12:95119-95559,4.13,1.01E-07,1.34E-07,ENSRNOG00000056188,AABR07034833.2,36120,,7:141922780-141923147,2.53,5.77E-04,7.65E-04,ENSRNOG00000061088,Atf1,0
5:152041252-152041579,2.74,1.01E-07,1.34E-07,ENSRNOG00000056863,AABR07050116.1,29046,,15:40050792-40051141,2.49,6.01E-04,7.96E-04,ENSRNOG00000008053,Atp8a2,0
16:81954783-81955110,2.97,1.02E-07,1.35E-07,ENSRNOG00000028426,Mcf2l,0,,10:55734469-55734829,2.73,6.15E-04,8.13E-04,ENSRNOG00000007454,Aloxe3,0
12:13723197-13723612,3.36,1.04E-07,1.37E-07,ENSRNOG00000034254,Actb,4357,,1:247110324-247111015,3.2,6.19E-04,8.18E-04,ENSRNOG00000010967,Cdc37l1,0
18:24718427-24718766,3.15,1.27E-07,1.68E-07,ENSRNOG00000016021,Lims2,0,,1:125035548-125036115,2.65,6.43E-04,8.48E-04,ENSRNOG00000015829,Trpm1,0
7:129969709-129970219,2.99,1.29E-07,1.70E-07,ENSRNOG00000032871,Mlc1,0,,1:21938148-21938565,1.57,6.66E-04,8.78E-04,ENSRNOG00000015036,Ctgf,83376
1:6866597-6867000,2.68,1.30E-07,1.71E-07,ENSRNOG00000011058,Utrn,0,,20:5608840-5609337,2.8,6.73E-04,8.85E-04,ENSRNOG00000000485,Bak1,292
3:131872714-131873097,2.45,1.36E-07,1.79E-07,ENSRNOG00000027574,AABR07053879.1,179515,,9:81578022-81578444,2.62,6.76E-04,8.88E-04,ENSRNOG00000014806,Pnkd,0
7:18627640-18628064,2.4,1.45E-07,1.91E-07,ENSRNOG00000007545,Angptl4,0,,14:39497757-39498193,2.17,6.80E-04,8.92E-04,ENSRNOG00000057953,Cox7b2,128989
4:28381601-28381993,3.21,1.47E-07,1.92E-07,ENSRNOG00000009711,Hepacam2,21132,,3:2703071-2703502,3.12,6.84E-04,8.96E-04,ENSRNOG00000028730,Lcn12,13032
7:31864093-31864471,3.2,1.60E-07,2.09E-07,ENSRNOG00000008797,Tmpo,0,,9:113478725-113479108,2.53,6.86E-04,8.99E-04,ENSRNOG00000042189,Rab31,0
10:54221456-54222021,2.59,1.64E-07,2.14E-07,ENSRNOG00000049361,Gas7,0,,3:31865009-31865455,1.92,7.11E-04,9.30E-04,ENSRNOG00000054317,7SK,5699
11:62146152-62146591,3.01,1.79E-07,2.33E-07,ENSRNOG00000056716,Zbtb20,0,,7:126660114-126660463,2.84,7.15E-04,9.33E-04,ENSRNOG00000021463,Ppara,0
11:89142298-89142698,3.65,1.89E-07,2.47E-07,ENSRNOG00000037851,Spidr,0,,2:33135477-33135943,2.51,7.35E-04,9.59E-04,ENSRNOG00000027002,Mast4,110207
16:4977999-4978513,3.24,2.11E-07,2.75E-07,ENSRNOG00000031287,Cacna2d3,0,,13:70445086-70445562,2.65,7.40E-04,9.64E-04,ENSRNOG00000027697,Nmnat2,0
11:45315710-45316055,2.52,2.14E-07,2.79E-07,ENSRNOG00000027888,Cmss1,0,,2:189205812-189206334,2.57,7.57E-04,9.85E-04,ENSRNOG00000020811,Il6r,0
2:56327636-56327996,2.99,2.20E-07,2.86E-07,ENSRNOG00000011696,Lifr,98371,,10:110468017-110468363,2.64,7.60E-04,9.86E-04,ENSRNOG00000036663,Foxk2,927
2:25351688-25352149,2.89,2.29E-07,2.97E-07,ENSRNOG00000061142,AABR07007715.1,7542,,1:94551808-94552249,2.38,7.60E-04,9.86E-04,ENSRNOG00000056351,U7,9653
2:189205812-189206334,3.44,2.30E-07,2.98E-07,ENSRNOG00000020811,Il6r,0,,12:39545197-39545697,2.25,7.62E-04,9.88E-04,ENSRNOG00000001285,Atp2a2,8206
1:185209348-185209783,2.15,2.64E-07,3.42E-07,ENSRNOG00000020479,Pik3c2a,1139,,16:26745819-26746167,2.41,7.77E-04,1.00E-03,ENSRNOG00000029441,Klhl2,0
X:12117831-12118250,3.59,2.80E-07,3.62E-07,ENSRNOG00000056452,U6,229712,,1:155628306-155628658,2.29,7.74E-04,1.00E-03,ENSRNOG00000051568,AABR07004776.1,326174
5:92246404-92246771,2.75,2.95E-07,3.80E-07,ENSRNOG00000023946,Tmem261,207259,,9:45782984-45783450,2.43,7.74E-04,1.00E-03,ENSRNOG00000052328,AABR07067441.3,41123
2:242580503-242580828,3.23,3.27E-07,4.22E-07,ENSRNOG00000022910,Emcn,53571,,X:29064301-29064582,2.52,8.03E-04,1.04E-03,ENSRNOG00000052455,AABR07037729.1,92888
10:87244017-87244323,2.54,3.33E-07,4.28E-07,ENSRNOG00000033617,Krt26,0,,18:56048700-56049153,2.24,8.23E-04,1.06E-03,ENSRNOG00000018774,Rps14,1385
10:65502724-65503096,3.52,3.37E-07,4.34E-07,ENSRNOG00000012240,Supt6h,0,,6:104079795-104080349,2.44,8.32E-04,1.07E-03,ENSRNOG00000004589,Galnt16,0
18:76782646-76783060,3.16,3.39E-07,4.36E-07,ENSRNOG00000059215,Pqlc1,0,,5:64790744-64791278,2.44,8.62E-04,1.11E-03,ENSRNOG00000006972,Zfp189,0
12:39545197-39545697,3.07,3.45E-07,4.43E-07,ENSRNOG00000001285,Atp2a2,8206,,4:59236446-59236929,2.06,8.99E-04,1.15E-03,ENSRNOG00000053863,AABR07060151.1,33421
17:87910643-87911094,2.55,3.54E-07,4.53E-07,ENSRNOG00000024874,Prtfdc1,15964,,15:69427052-69427388,2.66,9.29E-04,1.19E-03,ENSRNOG00000060682,U6,148740
13:50446026-50446447,2.84,3.54E-07,4.53E-07,ENSRNOG00000028353,Sox13,0,,1:177287121-177287526,2.43,9.35E-04,1.20E-03,ENSRNOG00000015713,Parva,0
16:35647531-35647977,3.38,3.72E-07,4.76E-07,ENSRNOG00000038976,Galntl6,0,,1:246416318-246416700,2.38,9.56E-04,1.22E-03,ENSRNOG00000014768,Glis3,0
8:128820279-128820703,3.42,3.76E-07,4.80E-07,ENSRNOG00000018700,Mobp,3805,,3:120190458-120190839,2.48,9.98E-04,1.27E-03,ENSRNOG00000015192,Mrps5,7923
10:1120923-1121370,2.59,3.82E-07,4.87E-07,ENSRNOG00000052185,5S_rRNA,15636,,1:49381582-49381924,2.87,1.06E-03,1.35E-03,ENSRNOG00000055547,AABR07001519.1,0
2:107222600-107222965,2.97,3.84E-07,4.89E-07,ENSRNOG00000011216,Tbl1xr1,10089,,8:51916788-51917184,2.18,1.07E-03,1.36E-03,ENSRNOG00000050412,AABR07070098.1,128038
8:88666385-88666873,2.66,4.32E-07,5.49E-07,ENSRNOG00000050039,AABR07070858.1,324253,,17:76622521-76622977,2.38,1.09E-03,1.39E-03,ENSRNOG00000017882,Camk1d,0
19:54729286-54729674,2.74,4.90E-07,6.23E-07,ENSRNOG00000019098,Car5a,2185,,11:86423477-86424386,2.38,1.10E-03,1.40E-03,ENSRNOG00000001893,AABR07034742.1,571
6:7149304-7150084,3.28,5.10E-07,6.48E-07,ENSRNOG00000047701,5S_rRNA,6929,,13:46693522-46693888,1.77,1.12E-03,1.43E-03,ENSRNOG00000003878,Thsd7b,0
11:34659523-34659851,2.48,5.24E-07,6.64E-07,ENSRNOG00000001682,Ttc3,0,,3:136403091-136403493,2.64,1.13E-03,1.43E-03,ENSRNOG00000054982,7SK,385
