PeakCoordinates,log2 Fold Change MR (FS30 vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance,,PeakCoordinates,log2 Fold Change MR (BLPM vs BLAM),p-value,FDR,ClosestGeneID,ClosestGeneName,ClosestGeneDistance
10:64422242-64422874,2.81,0.000088,2.760E-04,ENSRNOG00000008178,Nxn,0,,9:81475753-81476163,2.12,0.000122,3.82E-04,ENSRNOG00000048239,Cxcr1,6480
4:168750198-168750573,2.4,0.0000955,2.990E-04,ENSRNOG00000007830,Apold1,1560,,9:70182634-70182961,2.79,0.000124,3.88E-04,ENSRNOG00000012424,Adam23,0
1:141032965-141033263,3.16,0.0000957,2.990E-04,ENSRNOG00000017120,Abhd2,0,,1:143175259-143175598,2.28,0.000129,4.03E-04,ENSRNOG00000019161,Cpeb1,0
1:221205343-221206100,1.25,0.0001,3.120E-04,ENSRNOG00000020881,Frmd8,7208,,1:198103954-198104369,2.27,0.000129,4.03E-04,ENSRNOG00000019342,Sult1a1,0
14:38814856-38815364,1.77,0.000101,3.130E-04,ENSRNOG00000002327,Gabrb1,0,,17:7283170-7283610,2.35,0.000136,4.25E-04,ENSRNOG00000019533,Klhl3,253931
14:13587210-13587758,2.12,0.000102,3.180E-04,ENSRNOG00000055646,AABR07014387.1,62208,,9:87005847-87006373,2.03,0.000141,4.38E-04,ENSRNOG00000023765,Nyap2,0
3:5970588-5971115,1.77,0.000103,3.210E-04,ENSRNOG00000007422,Vav2,0,,6:131747753-131748217,2.28,0.000144,4.46E-04,ENSRNOG00000005776,Bcl11b,85880
4:140126276-140126836,2.08,0.000104,3.220E-04,ENSRNOG00000006813,Sumf1,12167,,1:196083830-196084402,1.34,0.000144,4.47E-04,ENSRNOG00000054854,AC110387.1,10812
2:184480879-184481580,1.95,0.000105,3.250E-04,ENSRNOG00000060178,AABR07012061.1,115524,,4:124675582-124676006,2.98,0.000148,4.57E-04,ENSRNOG00000023257,Adamts9,0
8:53067636-53068309,1.64,0.000105,3.260E-04,ENSRNOG00000029980,Zbtb16,0,,1:97382637-97383051,1.61,0.000162,4.99E-04,ENSRNOG00000060881,AABR07003167.3,247648
13:12273440-12274026,1.6,0.000107,3.300E-04,ENSRNOG00000048245,AABR07020058.1,388231,,12:7807937-7808650,1.28,0.000163,5.03E-04,ENSRNOG00000041466,AC123253.1,30489
8:57339772-57340224,2.3,0.000107,3.300E-04,ENSRNOG00000058231,U6,16301,,6:95119406-95119774,2.41,0.00017,5.21E-04,ENSRNOG00000004794,Rtn1,58233
1:46317662-46318128,2.8,0.000108,3.310E-04,ENSRNOG00000016973,RGD1307262,0,,1:46317662-46318128,2.63,0.000171,5.26E-04,ENSRNOG00000016973,RGD1307262,0
3:165127985-165128566,1.85,0.000109,3.340E-04,ENSRNOG00000054314,Kcng1,88279,,3:121275736-121276164,2.71,0.000173,5.30E-04,ENSRNOG00000017319,Mertk,0
2:124111468-124111931,2.43,0.00011,3.360E-04,ENSRNOG00000017392,Fgf2,0,,4:124483215-124483559,1.67,0.000176,5.38E-04,ENSRNOG00000012364,Prickle2,145040
15:60403077-60403463,1.6,0.000111,3.390E-04,ENSRNOG00000049547,Tnfsf11,79064,,10:41659612-41660084,1.24,0.000176,5.38E-04,ENSRNOG00000038474,RGD1561017,113267
4:17998244-17998750,1.74,0.000111,3.390E-04,ENSRNOG00000054261,7SK,87623,,16:79739355-79739708,2.01,0.000181,5.53E-04,ENSRNOG00000012561,Arhgef10,0
2:123546888-123547310,2.98,0.000112,3.400E-04,ENSRNOG00000038436,RGD1307100,8363,,5:152032938-152033423,2.46,0.000184,5.59E-04,ENSRNOG00000056863,AABR07050116.1,37202
6:50389413-50389741,2.13,0.000112,3.400E-04,ENSRNOG00000053737,AABR07063811.1,23207,,3:53222586-53223054,1.5,0.000185,5.64E-04,ENSRNOG00000038559,AABR07052431.1,92972
10:89352540-89352824,2.64,0.000112,3.410E-04,ENSRNOG00000020674,Rpl27,11,,16:9600621-9601051,2.49,0.000188,5.69E-04,ENSRNOG00000024728,Arhgap22,0
9:21191858-21192328,2.26,0.000113,3.420E-04,ENSRNOG00000012708,Ptchd4,0,,16:77353488-77353795,2.62,0.000187,5.69E-04,ENSRNOG00000057882,AABR07026447.1,214849
2:85108040-85108721,1.81,0.000113,3.420E-04,ENSRNOG00000052755,U6,99170,,16:68334610-68335049,1.81,0.000193,5.84E-04,ENSRNOG00000059139,uc_338,55980
1:176125515-176125979,4.16,0.000115,3.460E-04,ENSRNOG00000029082,RGD1566189,46391,,3:173846245-173846609,2.95,0.000196,5.91E-04,ENSRNOG00000057996,Phactr3,0
2:211090329-211090961,2.82,0.000115,3.460E-04,ENSRNOG00000031814,Sort1,0,,14:81823788-81824103,2.3,0.000198,5.96E-04,ENSRNOG00000015033,Mxd4,0
7:104963813-104964214,2.8,0.000115,3.460E-04,ENSRNOG00000053215,AABR07058210.1,137793,,3:44822990-44823356,2.12,0.000202,6.08E-04,ENSRNOG00000005341,Upp2,0
11:42858421-42858989,1.5,0.000117,3.500E-04,ENSRNOG00000001689,Arl6,0,,2:197794397-197794987,2.23,0.000207,6.21E-04,ENSRNOG00000049385,Adamtsl4,8597
15:28314385-28315116,2.55,0.000117,3.500E-04,ENSRNOG00000010389,Ndrg2,0,,2:85108040-85108721,1.68,0.000208,6.22E-04,ENSRNOG00000052755,U6,99170
13:108687038-108687399,2.04,0.000119,3.550E-04,ENSRNOG00000003583,Smyd2,749,,1:155633305-155633837,2.25,0.000211,6.32E-04,ENSRNOG00000051568,AABR07004776.1,320995
1:91262892-91263266,2.79,0.000119,3.550E-04,ENSRNOG00000021144,Cebpg,24651,,10:57311743-57312215,1.31,0.000213,6.37E-04,ENSRNOG00000037418,Inca1,0
13:90674377-90674873,2.46,0.000121,3.600E-04,ENSRNOG00000007290,Atp1a2,0,,3:92483142-92483522,2.28,0.000221,6.57E-04,ENSRNOG00000005348,Pamr1,0
12:48268150-48268516,1.96,0.000121,3.600E-04,ENSRNOG00000028556,Usp30,0,,16:47509616-47509997,2.42,0.000221,6.57E-04,ENSRNOG00000013248,Wwc2,0
8:67683068-67683557,2.09,0.000122,3.610E-04,ENSRNOG00000006723,Itga11,0,,2:210468184-210468571,1.81,0.000221,6.57E-04,ENSRNOG00000018569,Ahcyl1,0
16:19224920-19225648,1.69,0.000122,3.620E-04,ENSRNOG00000014205,Klf2,0,,5:169826206-169826790,2.48,0.000224,6.64E-04,ENSRNOG00000057128,AABR07050561.1,71512
9:44859992-44860481,3.09,0.000122,3.620E-04,ENSRNOG00000018830,Aff3,0,,X:10936633-10937035,1.71,0.000227,6.72E-04,ENSRNOG00000003789,AABR07037054.1,3866
16:77353488-77353795,2.58,0.000124,3.660E-04,ENSRNOG00000057882,AABR07026447.1,214849,,3:143208608-143209070,1.76,0.000234,6.90E-04,ENSRNOG00000005195,Cst3,10616
6:25712162-25712615,1.49,0.000125,3.700E-04,ENSRNOG00000004364,Bre,0,,3:123045375-123045730,2.86,0.000234,6.90E-04,ENSRNOG00000021223,Ptpra,0
2:83328026-83328476,1.84,0.000126,3.720E-04,ENSRNOG00000010649,Ctnnd2,64806,,14:20151023-20151391,1.58,0.000235,6.93E-04,ENSRNOG00000003067,Npffr2,0
7:143706644-143707041,2.71,0.000138,4.060E-04,ENSRNOG00000010588,Tns2,196,,8:50960048-50960632,2.68,0.000238,7.01E-04,ENSRNOG00000052416,SNORA17,87833
7:121639333-121639700,2.11,0.000141,4.130E-04,ENSRNOG00000060407,Cacna1i,20140,,19:53452385-53452863,2.51,0.000241,7.07E-04,ENSRNOG00000050028,LOC687560,15191
4:146436204-146436590,2.04,0.000141,4.150E-04,ENSRNOG00000007420,Hrh1,18742,,5:150910774-150911249,1.6,0.000243,7.11E-04,ENSRNOG00000010396,Eya3,0
17:23135737-23136182,3.06,0.000147,4.310E-04,ENSRNOG00000014548,Nedd9,0,,3:12973284-12973671,2.63,0.000245,7.18E-04,ENSRNOG00000017172,Mvb12b,28791
18:13951307-13951884,1.27,0.000152,4.450E-04,ENSRNOG00000014775,Nol4,0,,1:197570078-197570455,2.59,0.000246,7.19E-04,ENSRNOG00000016722,Xpo6,0
11:37462833-37463342,2.73,0.000154,4.480E-04,ENSRNOG00000061472,AABR07033720.1,0,,19:830556-831023,2.27,0.000248,7.24E-04,ENSRNOG00000010691,Cmtm3,0
12:39545183-39545751,1.53,0.000157,4.590E-04,ENSRNOG00000001285,Atp2a2,8152,,13:90674377-90674873,2.26,0.00025,7.29E-04,ENSRNOG00000007290,Atp1a2,0
5:157657824-157658245,2.46,0.000159,4.610E-04,ENSRNOG00000007330,Capzb,0,,10:11290620-11291129,1.72,0.00026,7.54E-04,ENSRNOG00000005269,Srl,6289
3:10642678-10643051,1.51,0.000163,4.730E-04,ENSRNOG00000023589,Gpr107,0,,X:123005790-123006215,2.11,0.00026,7.54E-04,ENSRNOG00000050198,Gzmbl1,9265
10:30715828-30716326,1.99,0.000164,4.750E-04,ENSRNOG00000061736,SNORA17,26263,,10:42747299-42747875,1.89,0.000262,7.60E-04,ENSRNOG00000045816,Gria1,0
10:53205769-53206155,2.53,0.000165,4.770E-04,ENSRNOG00000029012,Shisa6,167954,,1:220797464-220797872,1.81,0.000269,7.78E-04,ENSRNOG00000020527,Drap1,5924
3:91717915-91718284,1.73,0.000165,4.770E-04,ENSRNOG00000058157,Ldlrad3,0,,2:83328026-83328476,1.83,0.000272,7.85E-04,ENSRNOG00000010649,Ctnnd2,64806
8:50960048-50960632,2.51,0.000171,4.940E-04,ENSRNOG00000052416,SNORA17,87833,,17:46727756-46728168,2.32,0.000273,7.87E-04,ENSRNOG00000059705,Elmo1,0
4:122373396-122374134,2.31,0.000173,4.990E-04,ENSRNOG00000017808,Klf15,0,,10:63000141-63000763,1.64,0.000281,8.08E-04,ENSRNOG00000022536,Efcab5,0
9:92901719-92902063,2.14,0.000176,5.060E-04,ENSRNOG00000017297,Cab39,5942,,1:45403625-45404368,1.34,0.000282,8.10E-04,ENSRNOG00000054504,AABR07001452.1,4828
2:189194919-189195346,1.93,0.000176,5.060E-04,ENSRNOG00000020797,She,3920,,5:158416011-158416382,2.48,0.000283,8.11E-04,ENSRNOG00000018867,Klhdc7a,20375
2:42372461-42372930,2.65,0.000179,5.140E-04,ENSRNOG00000026928,AABR07008097.1,353879,,7:30991209-30991608,2.3,0.000287,8.21E-04,ENSRNOG00000024870,Anks1b,0
13:52169387-52169880,2.7,0.000191,5.460E-04,ENSRNOG00000051548,Lmod1,0,,5:145928969-145929418,1.96,0.000287,8.21E-04,ENSRNOG00000048129,LOC682102,94278
5:152795075-152795789,2.23,0.000193,5.510E-04,ENSRNOG00000017087,Man1c1,0,,4:149167084-149167473,1.63,0.000288,8.21E-04,ENSRNOG00000061410,AABR07061847.1,16457
1:140901930-140902267,2.22,0.000194,5.520E-04,ENSRNOG00000017510,Mfge8,41037,,4:17998244-17998750,1.79,0.00029,8.26E-04,ENSRNOG00000054261,7SK,87623
3:82289043-82289567,1.41,0.000195,5.560E-04,ENSRNOG00000041679,5S_rRNA,2568,,5:127351610-127352027,2.35,0.000296,8.43E-04,ENSRNOG00000013064,Lrp8,52423
8:66359171-66359541,1.66,0.000199,5.660E-04,ENSRNOG00000053265,AABR07070341.2,786,,8:118083016-118083406,1.63,0.000298,8.46E-04,ENSRNOG00000020748,Map4,0
12:49843964-49844367,2.66,0.000204,5.800E-04,ENSRNOG00000048430,Myo18b,0,,3:162050960-162051269,1.74,0.0003,8.50E-04,ENSRNOG00000019099,Zfp334,6213
2:32955283-32955759,2.9,0.000208,5.890E-04,ENSRNOG00000027002,Mast4,0,,1:87258997-87259574,1.26,0.000301,8.50E-04,ENSRNOG00000020687,Dpf1,928
4:30512816-30513210,2.15,0.000209,5.920E-04,ENSRNOG00000009197,Asb4,11488,,2:29920878-29921326,1.46,0.0003,8.50E-04,ENSRNOG00000054044,SNORA17,9379
X:123005790-123006215,2.18,0.000211,5.950E-04,ENSRNOG00000050198,Gzmbl1,9265,,10:5791086-5791742,1.98,0.000304,8.57E-04,ENSRNOG00000033942,Grin2a,138556
1:266679415-266680037,2.45,0.000213,6.000E-04,ENSRNOG00000020179,Nt5c2,0,,3:148302601-148303377,1.63,0.000309,8.71E-04,ENSRNOG00000007946,Bcl2l1,0
6:70071475-70071796,1.84,0.000215,6.040E-04,ENSRNOG00000058196,SNORA17,62522,,19:40091318-40091824,2.11,0.000309,8.71E-04,ENSRNOG00000061454,AABR07043776.1,420410
6:126091804-126092107,2.24,0.000216,6.060E-04,ENSRNOG00000006729,Slc24a4,0,,9:66715744-66716137,2.63,0.000314,8.80E-04,ENSRNOG00000022066,Fam117b,832
10:102984641-102985127,2.7,0.000221,6.190E-04,ENSRNOG00000053967,AC118434.2,120391,,2:211090329-211090961,2.68,0.000314,8.80E-04,ENSRNOG00000031814,Sort1,0
7:98149626-98150244,2.32,0.000222,6.210E-04,ENSRNOG00000060418,AABR07058011.1,17424,,1:181322506-181323193,-2.13,0.000314,8.80E-04,ENSRNOG00000039241,Ythdc2,762706
1:249606715-249607029,2.1,0.000225,6.280E-04,ENSRNOG00000050289,Cstf2t,28196,,7:122569183-122569609,2.1,0.000318,8.88E-04,ENSRNOG00000018920,Slc25a17,0
8:48423094-48423518,2.11,0.000227,6.320E-04,ENSRNOG00000006663,Usp2,0,,5:149649661-149650170,1.43,0.000318,8.89E-04,ENSRNOG00000058693,AABR07050061.1,16397
1:196083830-196084402,1.4,0.000226,6.320E-04,ENSRNOG00000054854,AC110387.1,10812,,11:66950444-66950904,2.04,0.000321,8.94E-04,ENSRNOG00000002305,Slc15a2,0
18:33585232-33585786,1.76,0.000228,6.360E-04,ENSRNOG00000046325,AABR07031768.1,61322,,1:82573838-82574374,1.45,0.000325,9.03E-04,ENSRNOG00000020716,Axl,0
9:86393557-86394043,2.52,0.000231,6.420E-04,ENSRNOG00000053200,Dock10,0,,14:14081621-14082029,2.88,0.000326,9.06E-04,ENSRNOG00000054232,U6,19009
5:169826206-169826790,2.54,0.000231,6.420E-04,ENSRNOG00000057128,AABR07050561.1,71512,,13:68464882-68465270,2.16,0.000332,9.21E-04,ENSRNOG00000052133,U4,23768
12:37167242-37167776,2.34,0.000235,6.510E-04,ENSRNOG00000021705,Zfp664,16987,,19:34292550-34292906,1.75,0.00034,9.42E-04,ENSRNOG00000013152,Arhgap10,0
10:42747299-42747875,1.92,0.000235,6.510E-04,ENSRNOG00000045816,Gria1,0,,14:37284217-37284573,2.59,0.000349,9.64E-04,ENSRNOG00000002152,Dcun1d4,0
19:39100679-39101081,2.05,0.000239,6.600E-04,ENSRNOG00000020333,Cirh1a,0,,6:11963495-11964110,1.69,0.000349,9.64E-04,ENSRNOG00000048551,AABR07062860.1,30703
12:28811014-28811724,1.12,0.000244,6.730E-04,ENSRNOG00000024435,Wbscr17,0,,1:155628216-155628638,1.57,0.000352,9.70E-04,ENSRNOG00000051568,AABR07004776.1,326194
14:14081621-14082029,2.89,0.000251,6.900E-04,ENSRNOG00000054232,U6,19009,,10:84869078-84869463,3.43,0.000355,9.77E-04,ENSRNOG00000049162,Prr15l,2217
1:142140817-142141247,2.72,0.000252,6.920E-04,ENSRNOG00000012236,Hddc3,2081,,9:49795762-49796087,2.49,0.000357,9.79E-04,ENSRNOG00000016444,AABR07067506.1,0
15:45590705-45591153,1.29,0.000257,7.040E-04,ENSRNOG00000009440,Gucy1b2,40421,,16:5396220-5396607,2.5,0.000357,9.79E-04,ENSRNOG00000031287,Cacna2d3,0
X:111111199-111111618,2.38,0.00026,7.130E-04,ENSRNOG00000061101,Ripply1,8736,,19:57903101-57903667,1.08,0.000362,9.91E-04,ENSRNOG00000019779,Disc1,0
18:1658664-1659181,1.51,0.000264,7.210E-04,ENSRNOG00000023492,Greb1l,64384,,1:240989716-240990163,1.74,0.000363,9.94E-04,ENSRNOG00000030572,Smc5,0
15:42941253-42941745,2.16,0.000265,7.250E-04,ENSRNOG00000027839,Ptk2b,0,,3:124960339-124960733,2.65,0.000365,9.96E-04,ENSRNOG00000054047,U2,20989
6:25811002-25811363,2.31,0.000267,7.290E-04,ENSRNOG00000004364,Bre,0,,1:240343101-240343490,1.95,0.000366,9.97E-04,ENSRNOG00000057279,AABR07006566.1,1469
12:7807937-7808650,1.35,0.000276,7.520E-04,ENSRNOG00000041466,AC123253.1,30489,,3:7098905-7099367,4.13,0.000368,1.00E-03,ENSRNOG00000010219,Ralgds,10553
18:73961885-73962418,2.98,0.000277,7.520E-04,ENSRNOG00000054472,AABR07032621.1,8992,,4:146436204-146436590,2.11,0.00037,1.01E-03,ENSRNOG00000007420,Hrh1,18742
4:74769830-74770211,2.8,0.000285,7.740E-04,ENSRNOG00000006617,LOC100364190,555440,,2:80243389-80243744,2.82,0.000378,1.02E-03,ENSRNOG00000010960,Ankh,0
8:51218039-51218500,1.72,0.00029,7.840E-04,ENSRNOG00000053779,U6,133003,,5:155276644-155277551,1.17,0.000375,1.02E-03,ENSRNOG00000012807,C1qa,12502
2:70593350-70593738,2,0.00029,7.840E-04,ENSRNOG00000053969,AABR07008681.1,95621,,2:240828471-240828797,2.37,0.000387,1.04E-03,ENSRNOG00000023258,Nfkb1,0
4:86111936-86112238,2.45,0.000291,7.860E-04,ENSRNOG00000012165,Ccdc129,13078,,10:76040377-76040798,2.57,0.000386,1.04E-03,ENSRNOG00000025338,Msi2,414
10:108673601-108674039,2.13,0.000295,7.950E-04,ENSRNOG00000058129,AABR07030910.1,5194,,10:102984641-102985127,2.61,0.000385,1.04E-03,ENSRNOG00000053967,AC118434.2,120391
7:61583199-61583679,2.47,0.0003,8.080E-04,ENSRNOG00000007821,Dyrk2,202630,,7:73141732-73142221,2.26,0.000408,1.10E-03,ENSRNOG00000006060,Matn2,0
20:48701192-48701670,2.08,0.000303,8.140E-04,ENSRNOG00000024221,Mettl24,0,,8:62753758-62754398,2.27,0.000411,1.10E-03,ENSRNOG00000007687,Sema7a,7891
16:20212102-20212853,2.12,0.000306,8.210E-04,ENSRNOG00000050776,5S_rRNA,6098,,2:259742713-259743082,1.6,0.000411,1.10E-03,ENSRNOG00000056894,St6galnac3,0
6:60190235-60190540,2.25,0.000306,8.220E-04,ENSRNOG00000051862,AABR07064011.2,2173,,15:42862802-42863358,1.41,0.000415,1.11E-03,ENSRNOG00000027839,Ptk2b,0
13:68464882-68465270,2.18,0.000317,8.480E-04,ENSRNOG00000052133,U4,23768,,8:57339772-57340224,2.09,0.000418,1.12E-03,ENSRNOG00000058231,U6,16301
5:171459004-171459339,2.59,0.000319,8.510E-04,ENSRNOG00000046227,Tprg1l,0,,16:3901423-3902106,1.14,0.000424,1.13E-03,ENSRNOG00000010984,Anxa11,0
7:28967451-28967896,2.01,0.000321,8.560E-04,ENSRNOG00000005228,Gnptab,0,,12:36791590-36792010,1.84,0.00043,1.15E-03,ENSRNOG00000059211,AABR07036301.1,20568
3:111535940-111536582,1.45,0.000322,8.570E-04,ENSRNOG00000005183,Rtf1,0,,11:64348594-64348986,2.67,0.00044,1.17E-03,ENSRNOG00000001525,Igsf11,0
9:113395602-113396086,2.65,0.000326,8.670E-04,ENSRNOG00000042189,Rab31,0,,19:52488091-52488412,1.96,0.000444,1.18E-03,ENSRNOG00000016257,Cotl1,0
16:3524125-3524722,1.65,0.000328,8.710E-04,ENSRNOG00000015148,Erc2,0,,10:68614808-68615381,1.21,0.000447,1.19E-03,ENSRNOG00000030217,AABR07030122.1,25688
16:26745830-26746167,2.12,0.000334,8.850E-04,ENSRNOG00000029441,Klhl2,0,,1:14981505-14982011,2.34,0.000451,1.19E-03,ENSRNOG00000053291,AABR07000493.1,30725
9:18204071-18204364,1.79,0.000335,8.880E-04,ENSRNOG00000054111,AABR07066829.1,2439,,3:91717915-91718284,1.55,0.000459,1.22E-03,ENSRNOG00000058157,Ldlrad3,0
5:56317231-56317720,2.63,0.000339,8.960E-04,ENSRNOG00000054425,U7,54597,,10:64036536-64037201,1.52,0.000462,1.22E-03,ENSRNOG00000061429,Rph3al,0
4:59365943-59366346,2.06,0.000346,9.130E-04,ENSRNOG00000027055,LOC100365321,0,,8:111439112-111439440,2.6,0.000464,1.23E-03,ENSRNOG00000008593,Ryk,41246
5:139088125-139088589,2.18,0.000356,9.380E-04,ENSRNOG00000009341,Hivep3,10749,,10:55683379-55683989,1.14,0.000488,1.28E-03,ENSRNOG00000007387,Per1,3061
10:75966813-75967233,2.02,0.000359,9.440E-04,ENSRNOG00000025338,Msi2,0,,12:37167242-37167776,2.14,0.000502,1.32E-03,ENSRNOG00000021705,Zfp664,16987
2:225416882-225417183,2.05,0.000366,9.610E-04,ENSRNOG00000011929,Abcd3,27763,,8:48415795-48416299,3.56,0.000506,1.33E-03,ENSRNOG00000006663,Usp2,0
17:76777269-76777781,1.67,0.000366,9.610E-04,ENSRNOG00000017882,Camk1d,0,,20:28058109-28058475,3.04,0.000519,1.36E-03,ENSRNOG00000000796,Ranbp2,0
10:92310353-92310836,2.2,0.000387,1.020E-03,ENSRNOG00000005133,Mapt,0,,5:170694413-170694745,2.03,0.000522,1.37E-03,ENSRNOG00000050137,Ajap1,15099
10:67681016-67681439,2.12,0.000395,1.030E-03,ENSRNOG00000005515,Rhbdl3,0,,15:59735781-59736207,1.4,0.000529,1.38E-03,ENSRNOG00000047817,Enox1,0
3:172987920-172988420,2.49,0.000398,1.040E-03,ENSRNOG00000007477,Edn3,107471,,13:83248155-83248584,1.78,0.000535,1.39E-03,ENSRNOG00000002964,Xcl1,45292
2:200433269-200433596,2.34,0.000398,1.040E-03,ENSRNOG00000019120,Hmgcs2,19028,,10:20182350-20182799,2.01,0.000532,1.39E-03,ENSRNOG00000007377,Slit3,138079
1:97382637-97383051,1.42,0.000399,1.040E-03,ENSRNOG00000060881,AABR07003167.3,247648,,12:50127287-50127745,1.95,0.000533,1.39E-03,ENSRNOG00000025612,Sez6l,0
20:12865883-12866375,2.26,0.000405,1.050E-03,ENSRNOG00000054549,Lss,0,,11:61293607-61294284,1.68,0.000532,1.39E-03,ENSRNOG00000039024,Spice1,0
20:5608841-5609296,1.76,0.000415,1.070E-03,ENSRNOG00000000485,Bak1,333,,10:34304559-34304945,1.68,0.000534,1.39E-03,ENSRNOG00000047402,Olr1383,3363
9:81578016-81578430,2.05,0.000415,1.070E-03,ENSRNOG00000014806,Pnkd,0,,11:69480623-69481132,1.38,0.000552,1.42E-03,ENSRNOG00000001706,Kalrn,3161
2:197802790-197803206,2.33,0.000412,1.070E-03,ENSRNOG00000049385,Adamtsl4,378,,10:57369069-57369509,2.36,0.000548,1.42E-03,ENSRNOG00000005009,Zfp3,16719
4:59236362-59236930,1.36,0.000411,1.070E-03,ENSRNOG00000053863,AABR07060151.1,33337,,2:200433269-200433596,2.26,0.000547,1.42E-03,ENSRNOG00000019120,Hmgcs2,19028
5:156645787-156646117,1.41,0.000422,1.090E-03,ENSRNOG00000014970,Kif17,0,,4:179408531-179408841,1.73,0.000551,1.42E-03,ENSRNOG00000029308,Lrmp,0
7:137545488-137546010,2.28,0.000422,1.090E-03,ENSRNOG00000057179,AABR07058788.3,1928,,17:58444814-58445237,2.4,0.000548,1.42E-03,ENSRNOG00000030775,Adarb2,143555
8:71241965-71242443,2.35,0.000429,1.100E-03,ENSRNOG00000015977,Zfp609,0,,2:103394123-103394498,1.99,0.000556,1.43E-03,ENSRNOG00000013038,AABR07009572.1,356289
5:150910774-150911249,1.65,0.000436,1.120E-03,ENSRNOG00000010396,Eya3,0,,X:23584021-23584475,1.86,0.000558,1.43E-03,ENSRNOG00000024322,Shroom2,0
8:71740831-71741231,1.89,0.000434,1.120E-03,ENSRNOG00000017029,Snx1,4665,,20:5608841-5609296,1.66,0.000571,1.47E-03,ENSRNOG00000000485,Bak1,333
3:7098905-7099367,4.04,0.000445,1.140E-03,ENSRNOG00000010219,Ralgds,10553,,2:225416882-225417183,1.8,0.000577,1.47E-03,ENSRNOG00000011929,Abcd3,27763
10:83494866-83495251,2.17,0.000451,1.150E-03,ENSRNOG00000046799,Phb,5989,,17:23135737-23136182,2.83,0.000576,1.47E-03,ENSRNOG00000014548,Nedd9,0
14:7044355-7044681,2.18,0.000479,1.220E-03,ENSRNOG00000002186,Nudt9,0,,16:26710511-26710764,1.59,0.000577,1.47E-03,ENSRNOG00000029441,Klhl2,28625
12:27870118-27870558,1.48,0.000479,1.220E-03,ENSRNOG00000060196,AABR07035926.2,153669,,16:19224920-19225648,1.38,0.000582,1.48E-03,ENSRNOG00000014205,Klf2,0
4:84599203-84599670,1.37,0.000483,1.230E-03,ENSRNOG00000009571,Wipf3,0,,2:70593350-70593738,1.89,0.000582,1.48E-03,ENSRNOG00000053969,AABR07008681.1,95621
2:262913055-262913383,2.45,0.000486,1.240E-03,ENSRNOG00000021410,Negr1,944,,9:89769239-89769835,1.42,0.000582,1.48E-03,ENSRNOG00000056997,AABR07068198.3,46692
3:12973284-12973671,2.49,0.000495,1.260E-03,ENSRNOG00000017172,Mvb12b,28791,,6:123017061-123017492,2.32,0.000586,1.49E-03,ENSRNOG00000060278,Cpg1,16812
14:48676606-48677013,2.7,0.000505,1.280E-03,ENSRNOG00000051263,Rn60_14_0488.1,0,,20:34746368-34746709,2.03,0.000599,1.52E-03,ENSRNOG00000000414,Cep85l,61951
19:55955015-55955379,2.41,0.00052,1.310E-03,ENSRNOG00000015695,Sult5a1,0,,3:11974396-11974870,1.93,0.000602,1.52E-03,ENSRNOG00000022312,Lrsam1,0
8:116933021-116933481,1.68,0.000516,1.310E-03,ENSRNOG00000030714,Bsn,0,,10:67681016-67681439,2.02,0.000607,1.53E-03,ENSRNOG00000005515,Rhbdl3,0
9:81475753-81476163,1.99,0.000518,1.310E-03,ENSRNOG00000048239,Cxcr1,6480,,12:50792040-50792836,1.99,0.000611,1.54E-03,ENSRNOG00000059217,AABR07036627.1,140220
10:46327845-46328436,1.22,0.000524,1.320E-03,ENSRNOG00000053961,Med9,0,,17:20976837-20977261,1.65,0.000611,1.54E-03,ENSRNOG00000061345,AABR07027243.1,20722
2:31868508-31869046,2.15,0.000548,1.380E-03,ENSRNOG00000052924,AABR07007863.1,0,,14:112756019-112756370,1.63,0.000628,1.57E-03,ENSRNOG00000003374,Ccdc85a,0
12:6820300-6820939,2.03,0.000564,1.420E-03,ENSRNOG00000000907,Alox5ap,33981,,10:92310353-92310836,2.05,0.000627,1.57E-03,ENSRNOG00000005133,Mapt,0
3:148302601-148303377,1.68,0.000566,1.420E-03,ENSRNOG00000007946,Bcl2l1,0,,5:146515081-146515456,1.98,0.000626,1.57E-03,ENSRNOG00000007057,Csmd2,0
15:15972203-15972553,2.66,0.000567,1.420E-03,ENSRNOG00000008570,Cadps,304426,,7:121230684-121231136,2.89,0.000623,1.57E-03,ENSRNOG00000017197,Pdgfb,0
19:52488091-52488412,1.99,0.000568,1.420E-03,ENSRNOG00000016257,Cotl1,0,,7:75227727-75228491,1.65,0.000626,1.57E-03,ENSRNOG00000061463,AABR07057510.3,0
7:50212287-50212937,1.98,0.000578,1.440E-03,ENSRNOG00000006426,Syt1,0,,13:72007695-72008634,1.75,0.000634,1.58E-03,ENSRNOG00000002863,Cacna1e,0
2:226947682-226947988,1.81,0.000577,1.440E-03,ENSRNOG00000014443,Pde5a,0,,3:164963219-164963637,1.51,0.000644,1.60E-03,ENSRNOG00000010975,Adnp,0
11:33093369-33093742,1.52,0.000576,1.440E-03,ENSRNOG00000054634,AABR07033645.1,0,,19:59590369-59590790,1.54,0.000642,1.60E-03,ENSRNOG00000061610,AABR07044148.1,65439
10:76040377-76040798,2.51,0.0006,1.490E-03,ENSRNOG00000025338,Msi2,414,,13:98661261-98661582,2.41,0.000658,1.64E-03,ENSRNOG00000002969,Itpkb,0
